data;time;pressure1;pressure2;pressure3;pressure4;pressure5
18.01.2019;15:30:00;0.522;0;0.762;10.552;9.045
18.01.2019;16:00:00;0.678;0.068;0.748;10.996;9.902
18.01.2019;16:30:00;0.301;0.324;0.74;11.256;11.498
18.01.2019;17:00:00;0.476;0.329;0.749;13.782;11.207
18.01.2019;17:30:00;0.58;0.329;0.768;13.886;12.112
18.01.2019;18:00:00;0.475;0.335;0.741;15.325;13.406
18.01.2019;18:30:00;0.477;0.331;0.749;14.948;13.037
18.01.2019;19:00:00;0.336;0.332;0.738;15.664;13.913
18.01.2019;19:30:00;0.4;0.334;0.741;15.077;13.33
18.01.2019;20:00:00;0.58;0.337;0.75;15.944;13.126
18.01.2019;20:30:00;0.67;0.337;0.754;15.542;13.88
18.01.2019;21:00:00;0.382;0.343;0.756;15.113;12.354
18.01.2019;21:30:00;0.435;0.343;0.749;13.5;12.232
18.01.2019;22:00:00;0.51;0.342;0.753;12.319;12.815
18.01.2019;22:30:00;0.224;0.343;0.758;14.006;12.779
18.01.2019;23:00:00;0.273;0.352;0.77;10.684;11.162
18.01.2019;23:30:00;0.265;0.35;0.767;9.365;9.988
19.01.2019;00:00:00;0.198;0.353;0.772;9.524;9.252
19.01.2019;00:30:00;0.243;0.35;0.75;8.319;7.623
19.01.2019;01:00:00;0.183;0.357;0.756;6.552;6.924
19.01.2019;01:30:00;0.203;0.354;0.751;5.283;5.969
19.01.2019;02:00:00;0.285;0.357;0.758;4.314;5.902
19.01.2019;02:30:00;0.164;0.359;0.767;4.079;6.125
19.01.2019;03:00:00;0.165;0.358;0.735;4.064;5.126
19.01.2019;03:30:00;0.162;0.353;0.72;3.951;4.404
19.01.2019;04:00:00;0.209;0.352;0.719;4.146;4.346
19.01.2019;04:30:00;0.162;0.352;0.72;4.283;4.694
19.01.2019;05:00:00;0.195;0.348;0.717;4.183;4.763
19.01.2019;05:30:00;0.221;0.346;0.719;5.279;5.524
19.01.2019;06:00:00;0.295;0.343;0.706;5.647;5.436
19.01.2019;06:30:00;0.44;0.343;0.712;7.624;6.147
19.01.2019;07:00:00;0.622;0.35;0.729;7.657;7.278
19.01.2019;07:30:00;0.552;0.343;0.733;6.92;7.092
19.01.2019;08:00:00;0.491;0.35;0.737;7.164;6.766
19.01.2019;08:30:00;0.446;0.345;0.72;6.533;7.003
19.01.2019;09:00:00;0.409;0.35;0.736;7.051;6.993
19.01.2019;09:30:00;0.375;0.351;0.741;7.334;8.027
19.01.2019;10:00:00;0.305;0.268;0.709;6.956;7.388
19.01.2019;10:30:00;0.458;0.068;0.665;7.51;7.094
19.01.2019;11:00:00;0.349;0.061;0.679;7.883;8.341
19.01.2019;11:30:00;0.421;0;0.665;7.877;7.601
19.01.2019;12:00:00;0.542;0;0.674;7.626;7.55
19.01.2019;12:30:00;0.374;0;0.664;6.732;7.123
19.01.2019;13:00:00;0.506;0;0.687;6.777;7.157
19.01.2019;13:30:00;0.502;0;0.673;6.872;7.783
19.01.2019;14:00:00;0.616;0.007;0.665;7.585;6.983
19.01.2019;14:30:00;0.396;0.173;0.666;7.862;7.351
19.01.2019;15:00:00;0.448;0.174;0.694;8.738;6.517
19.01.2019;15:30:00;0.366;0.177;0.704;8.753;7.58
19.01.2019;16:00:00;0.521;0.311;0.652;8.519;7.811
19.01.2019;16:30:00;0.442;0.331;0.642;9.874;9.517
19.01.2019;17:00:00;0.486;0.327;0.639;10.172;9.543
19.01.2019;17:30:00;0.723;0.326;0.688;11.389;8.809
19.01.2019;18:00:00;0.548;0.321;0.731;12.982;10.45
19.01.2019;18:30:00;0.625;0.399;0.746;13.246;11.965
19.01.2019;19:00:00;0.655;0.398;0.743;13.415;13.684
19.01.2019;19:30:00;0.509;0.401;0.749;14.635;13.716
19.01.2019;20:00:00;0.685;0.401;0.75;13.605;13.677
19.01.2019;20:30:00;0.482;0.401;0.753;14.168;13.623
19.01.2019;21:00:00;0.392;0.399;0.749;14.379;13.317
19.01.2019;21:30:00;0.276;0.397;0.748;15.096;12.914
19.01.2019;22:00:00;0.433;0.396;0.748;14.444;13.956
19.01.2019;22:30:00;0.352;0.392;0.732;13.534;13.04
19.01.2019;23:00:00;0.285;0.399;0.737;12.06;11.404
19.01.2019;23:30:00;0.283;0.389;0.729;10.37;9.178
20.01.2019;00:00:00;0.239;0.395;0.734;8.804;8.347
20.01.2019;00:30:00;0.21;0.399;0.743;7.415;6.837
20.01.2019;01:00:00;0.16;0.394;0.735;6.78;6.219
20.01.2019;01:30:00;0.159;0.39;0.734;6.309;5.945
20.01.2019;02:00:00;0.16;0.395;0.737;5.452;5.446
20.01.2019;02:30:00;0.201;0.395;0.734;5.092;5.311
20.01.2019;03:00:00;0.16;0.397;0.74;4.526;4.575
20.01.2019;03:30:00;0.162;0.398;0.742;4.726;4.47
20.01.2019;04:00:00;0.161;0.395;0.741;4.603;4.206
20.01.2019;04:30:00;0.161;0.395;0.741;5.328;4.736
20.01.2019;05:00:00;0.161;0.393;0.738;5.009;4.749
20.01.2019;05:30:00;0.224;0.398;0.743;5.887;4.762
20.01.2019;06:00:00;0.304;0.389;0.738;6.432;5.089
20.01.2019;06:30:00;0.484;0.387;0.74;8.337;6.421
20.01.2019;07:00:00;0.51;0.395;0.73;8.679;7.733
20.01.2019;07:30:00;0.571;0.396;0.735;8.431;6.212
20.01.2019;08:00:00;0.353;0.391;0.732;8.78;6.434
20.01.2019;08:30:00;0.392;0.393;0.723;9.019;6.591
20.01.2019;09:00:00;0.511;0.375;0.736;7.995;7.111
20.01.2019;09:30:00;0.454;0;0.732;8.127;7.827
20.01.2019;10:00:00;0.333;0;0.739;8.069;6.202
20.01.2019;10:30:00;0.379;0;0.744;7.61;6.35
20.01.2019;11:00:00;0.436;0.11;0.736;6.975;6.809
20.01.2019;11:30:00;0.371;0;0.733;6.506;6.611
20.01.2019;12:00:00;0.346;0;0.727;6.973;6.28
20.01.2019;12:30:00;0.427;0;0.73;7.107;7.216
20.01.2019;13:00:00;0.36;0;0.738;7.318;8.798
20.01.2019;13:30:00;0.392;0;0.759;7.391;7.4
20.01.2019;14:00:00;0.362;0;0.756;6.737;7.596
20.01.2019;14:30:00;0.509;0.049;0.763;7.398;7.612
20.01.2019;15:00:00;0.422;0.057;0.765;7.718;9.058
20.01.2019;15:30:00;0.461;0.268;0.77;7.251;7.726
20.01.2019;16:00:00;0.547;0.164;0.774;7.749;9.902
20.01.2019;16:30:00;0.434;0.161;0.773;10.366;8.753
20.01.2019;17:00:00;0.445;0.288;0.74;10.569;8.767
20.01.2019;17:30:00;0.37;0.348;0.728;10.634;10.017
20.01.2019;18:00:00;0.644;0.349;0.737;13.879;10.977
20.01.2019;18:30:00;0.36;0.346;0.731;15.844;11.695
20.01.2019;19:00:00;0.618;0.344;0.734;15.432;11.279
20.01.2019;19:30:00;0.515;0.344;0.743;14.818;13.34
20.01.2019;20:00:00;0.481;0.337;0.736;15.177;13.023
20.01.2019;20:30:00;0.635;0.336;0.732;15.232;16.222
20.01.2019;21:00:00;0.39;0.34;0.742;14.118;14.776
20.01.2019;21:30:00;0.303;0.349;0.744;13.264;13.898
20.01.2019;22:00:00;0.237;0.351;0.748;12.998;13.716
20.01.2019;22:30:00;0.331;0.349;0.74;11.835;13.387
20.01.2019;23:00:00;0.301;0.347;0.738;10.893;12.214
20.01.2019;23:30:00;0.309;0.35;0.741;9.109;11.442
21.01.2019;00:00:00;0.199;0.346;0.735;9.955;9.66
21.01.2019;00:30:00;0.205;0.353;0.74;7.977;7.922
21.01.2019;01:00:00;0.162;0.354;0.739;7.581;7.401
21.01.2019;01:30:00;0.194;0.348;0.74;8.491;6.258
21.01.2019;02:00:00;0.196;0.346;0.735;6.464;6.305
21.01.2019;02:30:00;0.207;0.347;0.739;5.558;5.525
21.01.2019;03:00:00;0.163;0.35;0.733;5.086;5.752
21.01.2019;03:30:00;0.181;0.347;0.728;5.132;5.099
21.01.2019;04:00:00;0.162;0.348;0.731;5.021;4.754
21.01.2019;04:30:00;0.162;0.35;0.733;5.552;5.433
21.01.2019;05:00:00;0.161;0.345;0.729;5.797;5.193
21.01.2019;05:30:00;0.201;0.345;0.73;6.065;5.478
21.01.2019;06:00:00;0.267;0.341;0.72;7.682;5.712
21.01.2019;06:30:00;0.472;0.335;0.712;8.123;6.634
21.01.2019;07:00:00;0.462;0.336;0.725;8.32;7.089
21.01.2019;07:30:00;0.595;0.341;0.727;7.251;7.379
21.01.2019;08:00:00;0.427;0.335;0.723;7.836;7.816
21.01.2019;08:30:00;0.422;0.346;0.727;9.384;6.517
21.01.2019;09:00:00;0.45;0.348;0.732;8.008;6.909
21.01.2019;09:30:00;0.297;0.3;0.737;7.486;6.79
21.01.2019;10:00:00;0.35;0.157;0.741;7.791;7.527
21.01.2019;10:30:00;0.341;0.157;0.735;7.965;8.501
21.01.2019;11:00:00;0.398;0.009;0.746;7.723;8.36
21.01.2019;11:30:00;0.501;0;0.772;7.397;7.295
21.01.2019;12:00:00;0.359;0;0.773;7.426;6.544
21.01.2019;12:30:00;0.529;0;0.761;7.857;7.112
21.01.2019;13:00:00;0.403;0;0.755;7.852;6.773
21.01.2019;13:30:00;0.578;0;0.765;8.108;7.149
21.01.2019;14:00:00;0.45;0;0.763;9.653;6.64
21.01.2019;14:30:00;0.424;0.048;0.761;9.433;6.709
21.01.2019;15:00:00;0.47;0.212;0.768;9.834;7.221
21.01.2019;15:30:00;0.202;0.21;0.762;10.923;8.406
21.01.2019;16:00:00;0.673;0.25;0.769;9.445;8.674
21.01.2019;16:30:00;0.486;0.316;0.776;10.181;9.538
21.01.2019;17:00:00;0.46;0.504;0.751;10.278;9.692
21.01.2019;17:30:00;0.647;0.543;0.733;13.395;10.863
21.01.2019;18:00:00;0.719;0.544;0.738;13.88;13.434
21.01.2019;18:30:00;0.583;0.535;0.734;14.524;13.826
21.01.2019;19:00:00;0.405;0.535;0.725;14.201;14.481
21.01.2019;19:30:00;0.54;0.532;0.73;14.372;13.776
21.01.2019;20:00:00;0.323;0.541;0.733;14.702;15.533
21.01.2019;20:30:00;0.298;0.558;0.733;14.541;15.065
21.01.2019;21:00:00;0.478;0.623;0.735;14.549;14.228
21.01.2019;21:30:00;0.419;0.628;0.738;13.557;14.995
21.01.2019;22:00:00;0.412;0.63;0.739;13.04;14.744
21.01.2019;22:30:00;0.208;0.631;0.73;12.701;14.298
21.01.2019;23:00:00;0.406;0.635;0.735;11.689;11.86
21.01.2019;23:30:00;0.3;0.654;0.732;9.788;10.298
22.01.2019;00:00:00;0.264;0.662;0.74;8.388;9.338
22.01.2019;00:30:00;0.198;0.657;0.751;6.838;8.229
22.01.2019;01:00:00;0.22;0.662;0.749;6.096;7.922
22.01.2019;01:30:00;0.164;0.663;0.753;5.776;6.012
22.01.2019;02:00:00;0.164;0.663;0.752;6.126;5.728
22.01.2019;02:30:00;0.163;0.653;0.748;5.817;5.452
22.01.2019;03:00:00;0.163;0.651;0.751;5.476;4.912
22.01.2019;03:30:00;0.165;0.668;0.759;4.803;5.013
22.01.2019;04:00:00;0.164;0.658;0.755;4.825;4.327
22.01.2019;04:30:00;0.164;0.65;0.75;5.05;4.794
22.01.2019;05:00:00;0.163;0.649;0.749;4.756;4.777
22.01.2019;05:30:00;0.2;0.648;0.757;5.253;5.47
22.01.2019;06:00:00;0.229;0.647;0.747;6.434;5.638
22.01.2019;06:30:00;0.427;0.645;0.742;7.924;7.025
22.01.2019;07:00:00;0.315;0.611;0.738;8.075;7.974
22.01.2019;07:30:00;0.527;0.54;0.732;6.415;8.618
22.01.2019;08:00:00;0.53;0.546;0.731;7.496;8.595
22.01.2019;08:30:00;0.448;0.559;0.728;7.262;9.235
22.01.2019;09:00:00;0.466;0.55;0.729;7.781;8.668
22.01.2019;09:30:00;0.393;0.243;0.735;7.444;9.423
22.01.2019;10:00:00;0.414;0.165;0.718;7.943;9.632
22.01.2019;10:30:00;0.358;0.163;0.654;8.218;8.676
22.01.2019;11:00:00;0.359;0.167;0.655;8.884;7.774
22.01.2019;11:30:00;0.424;0.169;0.659;8.95;7.521
22.01.2019;12:00:00;0.412;0.172;0.665;8.609;7.654
22.01.2019;12:30:00;0.376;0.152;0.663;7.118;7.455
22.01.2019;13:00:00;0.373;0.13;0.655;7.47;7.208
22.01.2019;13:30:00;0.377;0.131;0.656;7.562;8.777
22.01.2019;14:00:00;0.528;0.129;0.661;8.043;9.273
22.01.2019;14:30:00;0.372;0.126;0.66;8.109;7.983
22.01.2019;15:00:00;0.614;0.127;0.654;7.694;7.865
22.01.2019;15:30:00;0.505;0.128;0.658;7.898;5.935
22.01.2019;16:00:00;0.318;0.125;0.66;8.266;7.083
22.01.2019;16:30:00;0.458;0.202;0.652;8.942;7.808
22.01.2019;17:00:00;0.635;0.547;0.654;9.369;9.199
22.01.2019;17:30:00;0.537;0.645;0.647;11.01;12.203
22.01.2019;18:00:00;0.551;0.638;0.634;11.948;14.154
22.01.2019;18:30:00;0.546;0.639;0.712;15.151;15.464
22.01.2019;19:00:00;0.581;0.633;0.719;16.371;13.999
22.01.2019;19:30:00;0.598;0.638;0.726;15.509;14.214
22.01.2019;20:00:00;0.466;0.651;0.728;17.548;16.153
22.01.2019;20:30:00;0.436;0.648;0.73;17.411;15.396
22.01.2019;21:00:00;0.35;0.647;0.74;16.816;15.028
22.01.2019;21:30:00;0.265;0.654;0.763;14.562;13.673
22.01.2019;22:00:00;0.372;0.672;0.776;13.102;11.774
22.01.2019;22:30:00;0.332;0.676;0.771;12.157;12.241
22.01.2019;23:00:00;0.178;0.672;0.769;10.521;11.231
22.01.2019;23:30:00;0.203;0.671;0.772;9.773;10.353
23.01.2019;00:00:00;0.161;0.67;0.797;8.864;7.711
23.01.2019;00:30:00;0.163;0.681;0.808;7.544;6.869
23.01.2019;01:00:00;0.164;0.678;0.812;5.189;6.169
23.01.2019;01:30:00;0.163;0.673;0.811;6.183;6.375
23.01.2019;02:00:00;0.211;0.675;0.815;5.301;5.274
23.01.2019;02:30:00;0.165;0.682;0.819;4.827;5.073
23.01.2019;03:00:00;0.164;0.678;0.814;4.62;4.466
23.01.2019;03:30:00;0.208;0.675;0.812;4.661;4.272
23.01.2019;04:00:00;0.165;0.679;0.821;5.099;4.387
23.01.2019;04:30:00;0.163;0.674;0.815;4.868;4.209
23.01.2019;05:00:00;0.164;0.677;0.816;5.423;4.346
23.01.2019;05:30:00;0.243;0.666;0.815;5.706;5.998
23.01.2019;06:00:00;0.242;0.675;0.809;6.561;5.505
23.01.2019;06:30:00;0.498;0.673;0.804;6.846;6.662
23.01.2019;07:00:00;0.391;0.66;0.75;6.688;7.84
23.01.2019;07:30:00;0.572;0.666;0.731;6.746;6.498
23.01.2019;08:00:00;0.519;0.663;0.735;7.235;6.273
23.01.2019;08:30:00;0.385;0.654;0.723;8.202;6.407
23.01.2019;09:00:00;0.306;0.654;0.733;8.921;7.587
23.01.2019;09:30:00;0.604;0.423;0.737;9.426;7.767
23.01.2019;10:00:00;0.443;0.264;0.746;9.386;8.589
23.01.2019;10:30:00;0.409;0.268;0.746;9.647;8.529
23.01.2019;11:00:00;0.293;0.266;0.756;9.679;8.034
23.01.2019;11:30:00;0.393;0.264;0.757;8.512;9.083
23.01.2019;12:00:00;0.44;0.253;0.764;8.857;7.258
23.01.2019;12:30:00;0.378;0.266;0.757;9.625;8.204
23.01.2019;13:00:00;0.457;0.263;0.752;10.058;7.064
23.01.2019;13:30:00;0.255;0.268;0.758;8.979;7.196
23.01.2019;14:00:00;0.784;0.273;0.762;10.631;7.544
23.01.2019;14:30:00;0.573;0.283;0.755;8.223;8.869
23.01.2019;15:00:00;0.646;0.285;0.725;9.642;9.735
23.01.2019;15:30:00;0.37;0.22;0.723;11.191;8.138
23.01.2019;16:00:00;0.595;0.175;0.732;12.491;9.474
23.01.2019;16:30:00;0.468;0.258;0.729;11.525;9.434
23.01.2019;17:00:00;0.4;0.519;0.727;12.103;9.703
23.01.2019;17:30:00;0.436;0.55;0.739;13.294;10.781
23.01.2019;18:00:00;0.413;0.538;0.73;15.477;13.181
23.01.2019;18:30:00;0.72;0.608;0.755;15.648;13.627
23.01.2019;19:00:00;0.565;0.643;0.766;16.831;14.826
23.01.2019;19:30:00;0.465;0.639;0.76;17.143;15.308
23.01.2019;20:00:00;0.609;0.645;0.748;16.971;14.681
23.01.2019;20:30:00;0.42;0.644;0.77;16.397;16.212
23.01.2019;21:00:00;0.264;0.644;0.819;17.03;17.341
23.01.2019;21:30:00;0.362;0.657;0.81;16.575;14.901
23.01.2019;22:00:00;0.312;0.664;0.819;15.154;15.214
23.01.2019;22:30:00;0.369;0.656;0.815;13.956;14.502
23.01.2019;23:00:00;0.265;0.661;0.811;11.828;15.061
23.01.2019;23:30:00;0.209;0.653;0.799;10.735;12.341
24.01.2019;00:00:00;0.25;0.657;0.816;9.597;10.108
24.01.2019;00:30:00;0.213;0.665;0.823;8.633;9.823
24.01.2019;01:00:00;0.161;0.667;0.826;7.92;9.428
24.01.2019;01:30:00;0.177;0.675;0.82;6.757;8.805
24.01.2019;02:00:00;0.162;0.667;0.815;6.223;7.873
24.01.2019;02:30:00;0.162;0.673;0.817;6.45;7.181
24.01.2019;03:00:00;0.188;0.667;0.815;6.063;6.482
24.01.2019;03:30:00;0.162;0.661;0.813;5.345;5.808
24.01.2019;04:00:00;0.163;0.67;0.82;5.176;5.502
24.01.2019;04:30:00;0.221;0.669;0.816;5.361;5.539
24.01.2019;05:00:00;0.164;0.672;0.82;5.289;5.335
24.01.2019;05:30:00;0.191;0.676;0.821;5.932;5.462
24.01.2019;06:00:00;0.285;0.675;0.825;5.687;5.988
24.01.2019;06:30:00;0.204;0.67;0.818;5.938;5.993
24.01.2019;07:00:00;0.291;0.673;0.813;5.453;7.097
24.01.2019;07:30:00;0.277;0.666;0.807;6.237;6.715
24.01.2019;08:00:00;0.485;0.656;0.796;7.124;7.621
24.01.2019;08:30:00;0.374;0.654;0.793;7.593;8.083
24.01.2019;09:00:00;0.192;0.648;0.792;8.859;8.564
24.01.2019;09:30:00;0.297;0.504;0.79;11.296;9.231
24.01.2019;10:00:00;0.406;0.287;0.791;11.243;9.935
24.01.2019;10:30:00;0.327;0.207;0.814;11.64;11.321
24.01.2019;11:00:00;0.348;0.191;0.822;12.955;11.228
24.01.2019;11:30:00;0.366;0.187;0.812;11.242;12.416
24.01.2019;12:00:00;0.506;0.188;0.823;11.153;11.665
24.01.2019;12:30:00;0.7;0.189;0.748;12.327;10.647
24.01.2019;13:00:00;0.577;0.188;0.735;11.714;10.559
24.01.2019;13:30:00;0.527;0.183;0.753;11.3;10.794
24.01.2019;14:00:00;0.428;0.178;0.755;10.834;9.953
24.01.2019;14:30:00;0.652;0.183;0.675;11.385;9.75
24.01.2019;15:00:00;0.37;0.186;0.669;10.337;11.046
24.01.2019;15:30:00;0.428;0.19;0.673;10.721;11.395
24.01.2019;16:00:00;0.532;0.226;0.675;11.159;11.152
24.01.2019;16:30:00;0.288;0.35;0.684;12.021;11.169
24.01.2019;17:00:00;0.591;0.566;0.681;12.929;12.308
24.01.2019;17:30:00;0.514;0.56;0.678;14.658;13.017
24.01.2019;18:00:00;0.621;0.563;0.763;15.522;13.148
24.01.2019;18:30:00;0.597;0.558;0.757;15.662;15.179
24.01.2019;19:00:00;0.647;0.568;0.755;14.128;13.92
24.01.2019;19:30:00;0.328;0.644;0.757;14.27;15.419
24.01.2019;20:00:00;0.292;0.658;0.75;14.189;14.669
24.01.2019;20:30:00;0.34;0.643;0.759;14.572;14.705
24.01.2019;21:00:00;0.372;0.636;0.743;15.898;15.332
24.01.2019;21:30:00;0.483;0.611;0.743;14.075;14.678
24.01.2019;22:00:00;0.353;0.658;0.74;14.364;12.985
24.01.2019;22:30:00;0.295;0.66;0.743;13.158;13.998
24.01.2019;23:00:00;0.348;0.677;0.743;11.327;14.297
24.01.2019;23:30:00;0.266;0.673;0.731;10.625;13.77
25.01.2019;00:00:00;0.178;0.668;0.723;9.987;11.143
25.01.2019;00:30:00;0.192;0.681;0.736;8.472;11.175
25.01.2019;01:00:00;0.21;0.678;0.736;6.732;9.874
25.01.2019;01:30:00;0.227;0.68;0.737;7.873;8.6
25.01.2019;02:00:00;0.162;0.68;0.743;6.723;8.03
25.01.2019;02:30:00;0.208;0.687;0.749;5.996;8.066
25.01.2019;03:00:00;0.164;0.687;0.746;5.814;7.15
25.01.2019;03:30:00;0.164;0.687;0.744;5.678;6.09
25.01.2019;04:00:00;0.211;0.678;0.747;5.379;6.293
25.01.2019;04:30:00;0.165;0.69;0.75;4.211;6.416
25.01.2019;05:00:00;0.164;0.692;0.75;4.41;6.271
25.01.2019;05:30:00;0.19;0.69;0.752;4.397;6.181
25.01.2019;06:00:00;0.237;0.683;0.752;4.863;6.4
25.01.2019;06:30:00;0.275;0.686;0.746;4.686;7.143
25.01.2019;07:00:00;0.164;0.697;0.751;4.516;6.204
25.01.2019;07:30:00;0.191;0.696;0.748;4.875;6.528
25.01.2019;08:00:00;0.29;0.695;0.752;5.272;7.701
25.01.2019;08:30:00;0.234;0.688;0.75;6.531;7.341
25.01.2019;09:00:00;0.346;0.525;0.741;7.929;8.466
25.01.2019;09:30:00;0.411;0.259;0.729;9.265;10.365
25.01.2019;10:00:00;0.322;0.183;0.662;10.42;11.524
25.01.2019;10:30:00;0.357;0.177;0.649;10.31;12.245
25.01.2019;11:00:00;0.454;0.183;0.661;9.977;12.936
25.01.2019;11:30:00;0.576;0.181;0.644;10.237;12.818
25.01.2019;12:00:00;0.566;0.183;0.644;10.91;12.291
25.01.2019;12:30:00;0.45;0.18;0.656;12.139;14.042
25.01.2019;13:00:00;0.482;0.212;0.649;13.445;11.876
25.01.2019;13:30:00;0.46;0.18;0.651;11.959;12.385
25.01.2019;14:00:00;0.57;0.183;0.655;11.091;12.062
25.01.2019;14:30:00;0.417;0.188;0.646;10.66;11.739
25.01.2019;15:00:00;0.436;0.185;0.641;9.792;12.039
25.01.2019;15:30:00;0.56;0.199;0.642;10.638;10.896
25.01.2019;16:00:00;0.56;0.337;0.638;11.92;10.457
25.01.2019;16:30:00;0.567;0.393;0.699;12.346;10.959
25.01.2019;17:00:00;0.539;0.412;0.734;13.193;13.804
25.01.2019;17:30:00;0.312;0.61;0.73;16.935;15.104
25.01.2019;18:00:00;0.541;0.648;0.753;16.479;15.573
25.01.2019;18:30:00;0.518;0.662;0.761;15.344;16.837
25.01.2019;19:00:00;0.546;0.679;0.766;16.358;17.497
25.01.2019;19:30:00;0.309;0.708;0.77;17.258;17.009
25.01.2019;20:00:00;0.348;0.664;0.764;16.983;16.399
25.01.2019;20:30:00;0.319;0.664;0.756;17.321;15.292
25.01.2019;21:00:00;0.404;0.659;0.762;16.483;15.274
25.01.2019;21:30:00;0.309;0.656;0.73;15.699;14.94
25.01.2019;22:00:00;0.437;0.655;0.723;14.944;14.234
25.01.2019;22:30:00;0.276;0.663;0.731;14.008;13.121
25.01.2019;23:00:00;0.275;0.654;0.745;12.373;12.642
25.01.2019;23:30:00;0.233;0.671;0.745;10.945;9.468
26.01.2019;00:00:00;0.218;0.678;0.745;9.935;9.873
26.01.2019;00:30:00;0.161;0.678;0.743;7.532;7.878
26.01.2019;01:00:00;0.284;0.693;0.75;6.726;7.319
26.01.2019;01:30:00;0.18;0.685;0.75;6.373;7.259
26.01.2019;02:00:00;0.165;0.686;0.749;4.791;6.758
26.01.2019;02:30:00;0.165;0.693;0.758;4.503;6.63
26.01.2019;03:00:00;0.166;0.7;0.761;4.696;6.096
26.01.2019;03:30:00;0.166;0.697;0.761;4.341;5.877
26.01.2019;04:00:00;0.165;0.692;0.759;4.498;5.796
26.01.2019;04:30:00;0.166;0.689;0.758;4.8;5.751
26.01.2019;05:00:00;0.166;0.693;0.757;5.162;5.41
26.01.2019;05:30:00;0.196;0.681;0.759;6.66;6.059
26.01.2019;06:00:00;0.32;0.682;0.746;7.618;7.347
26.01.2019;06:30:00;0.413;0.683;0.748;7.582;7.711
26.01.2019;07:00:00;0.51;0.693;0.746;7.751;8.385
26.01.2019;07:30:00;0.496;0.584;0.738;7.033;9.576
26.01.2019;08:00:00;0.516;0.566;0.731;7.098;9.194
26.01.2019;08:30:00;0.487;0.651;0.732;6.732;8.141
26.01.2019;09:00:00;0.359;0.658;0.735;6.751;9.49
26.01.2019;09:30:00;0.52;0.664;0.756;8.031;9.379
26.01.2019;10:00:00;0.437;0.483;0.754;8.978;8.072
26.01.2019;10:30:00;0.371;0.32;0.775;8.495;7.789
26.01.2019;11:00:00;0.298;0.288;0.776;8.776;7.711
26.01.2019;11:30:00;0.413;0.29;0.764;8.216;8.628
26.01.2019;12:00:00;0.389;0.293;0.679;7.797;8.741
26.01.2019;12:30:00;0.499;0.213;0.666;6.995;7.201
26.01.2019;13:00:00;0.723;0.178;0.634;8.387;8.235
26.01.2019;13:30:00;0.517;0.18;0.635;8.964;9.533
26.01.2019;14:00:00;0.488;0.231;0.628;7.449;8.055
26.01.2019;14:30:00;0.531;0.181;0.637;7.521;8.363
26.01.2019;15:00:00;0.384;0.185;0.637;7.284;9.247
26.01.2019;15:30:00;0.251;0.247;0.645;7.35;8.954
26.01.2019;16:00:00;0.38;0.243;0.648;8.078;9.384
26.01.2019;16:30:00;0.616;0.266;0.672;8.1;8.913
26.01.2019;17:00:00;0.555;0.46;0.716;9.694;9.533
26.01.2019;17:30:00;0.612;0.537;0.713;11.486;11.325
26.01.2019;18:00:00;0.563;0.54;0.736;11.956;12.042
26.01.2019;18:30:00;0.686;0.561;0.738;13.648;12.833
26.01.2019;19:00:00;0.528;0.619;0.731;15.925;13.788
26.01.2019;19:30:00;0.707;0.627;0.729;16.954;14.449
26.01.2019;20:00:00;0.477;0.649;0.736;16.232;17.437
26.01.2019;20:30:00;0.471;0.642;0.732;15.601;16.299
26.01.2019;21:00:00;0.32;0.632;0.754;15.879;16.387
26.01.2019;21:30:00;0.369;0.647;0.773;16.379;15.636
26.01.2019;22:00:00;0.438;0.641;0.775;16.317;15.084
26.01.2019;22:30:00;0.247;0.646;0.783;14.596;13.332
26.01.2019;23:00:00;0.172;0.663;0.794;12.076;14.042
26.01.2019;23:30:00;0.197;0.672;0.796;10.76;10.981
27.01.2019;00:00:00;0.211;0.668;0.776;9.739;9.328
27.01.2019;00:30:00;0.205;0.663;0.78;7.861;8.152
27.01.2019;01:00:00;0.249;0.663;0.786;7.825;7.59
27.01.2019;01:30:00;0.176;0.67;0.791;6.341;7.195
27.01.2019;02:00:00;0.163;0.666;0.802;5.856;6.444
27.01.2019;02:30:00;0.163;0.663;0.795;5.949;6.396
27.01.2019;03:00:00;0.163;0.667;0.791;5.623;5.685
27.01.2019;03:30:00;0.164;0.678;0.793;4.79;5.581
27.01.2019;04:00:00;0.164;0.677;0.797;4.908;5.624
27.01.2019;04:30:00;0.164;0.675;0.794;5.158;6.012
27.01.2019;05:00:00;0.163;0.673;0.791;4.644;5.149
27.01.2019;05:30:00;0.193;0.672;0.786;5.157;5.574
27.01.2019;06:00:00;0.239;0.676;0.786;6.878;7.305
27.01.2019;06:30:00;0.467;0.655;0.778;7.902;7.728
27.01.2019;07:00:00;0.506;0.671;0.74;8.554;10.056
27.01.2019;07:30:00;0.701;0.654;0.73;7.671;9.489
27.01.2019;08:00:00;0.517;0.646;0.731;8.684;9.047
27.01.2019;08:30:00;0.414;0.656;0.726;9.14;8.556
27.01.2019;09:00:00;0.333;0.648;0.72;9.636;8.454
27.01.2019;09:30:00;0.5;0.667;0.737;8.565;8.963
27.01.2019;10:00:00;0.389;0.482;0.743;8.263;8.135
27.01.2019;10:30:00;0.343;0.329;0.713;8.187;8.611
27.01.2019;11:00:00;0.333;0.289;0.662;8.565;8.691
